,id,name,est_diameter_max,relative_velocity,miss_distance,absolute_magnitude,hazardous
24458,3445600,(2009 CQ),0.0271668934,30475.093175504648,37848425.144064456,26.7,0
24472,54054404,(2020 RT8),0.0783501764,41331.031197996606,39261935.49682285,24.4,0
24478,3607821,(2012 QK14),0.1968067451,10702.834728704134,58544742.22226367,22.4,0
24481,3843443,(2019 OU4),0.0986370281,34832.6754428064,20716874.156770688,23.9,0
24484,3443813,(2009 AN),0.4508582062,45551.54826977005,57229253.38732484,20.6,0
24485,3656919,(2014 BG3),0.358129403,55236.82392346644,44230759.73506881,21.1,0
24490,3005851,(1992 SZ),0.5916160926,46463.3583613621,67973572.18372044,20.01,0
24491,3404768,(2008 EE5),0.6792661593,87818.76739032449,35018461.65901888,19.71,1
24492,3414390,(2008 MZ),1.1169660648,32271.7199845659,23151520.16798534,18.63,0
24493,3426636,(2008 RV),0.2716689341,34206.6415031734,5821562.484879966,21.7,1
24501,2481775,481775 (2008 SX7),1.2417666126,15438.8448703718,68070681.92065543,18.4,0
24504,3607481,(2012 PS17),0.5943468684,26713.991768754648,50436270.58121317,20.0,0
24506,3774559,(2017 JU1),0.0622357573,16243.4070256384,40853640.064381614,24.9,0
24507,3843056,(2019 KG7),0.6223575734,101490.8206933584,46360946.83656804,19.9,0
24517,3612646,(2012 US18),0.0113250461,34079.65295710995,37105297.18628712,28.6,0
24527,3430493,(2008 TQ26),0.1241766613,32219.75896301055,15936436.679335214,23.4,0
24528,3467395,(2009 SJ18),0.0714562102,35858.98083873324,36684960.04384908,24.6,0
24529,3611397,(2012 TR146),0.1081533507,6849.879537804599,46237482.056413986,23.7,0
24532,3760886,(2016 TS55),0.1492931834,30377.730458233462,33758857.685063764,23.0,0
24537,2039572,39572 (1993 DQ1),2.8976103136,49663.69717044565,36991458.62266002,16.56,1
24538,2518646,518646 (2008 QD1),0.9419763057,10557.1858356477,44293081.023394346,19.0,0
24540,3426672,(2008 RK1),0.2157943048,21903.1626209476,32864812.015118573,22.2,0
24542,3739076,(2015 YP10),0.5675968529,52832.046823392964,57243935.7799811,20.1,0
24543,3748567,(2016 FG15),0.6516883822,72026.5243271158,41902350.009210475,19.8,0
24548,54210929,(2021 TN22),0.1106725658,3521.19320368355,50528387.54907606,23.65,0
24551,3425298,(2008 QC),0.4508582062,26742.3033922759,26323643.14475712,20.6,0
24552,3545553,(2010 RS30),0.0941976306,42020.2432072683,42067821.45113985,24.0,0
24557,3425606,(2008 QA1),0.1879489824,57545.5122202144,16266288.703005817,22.5,0
24558,3428701,(2008 TG),0.1492931834,16183.7636357352,26726048.47484136,23.0,0
24559,3561772,(2011 GW9),0.0142573883,31908.340530489284,32164973.60687058,28.1,0
24562,3797461,(2018 AS2),0.0113250461,31880.03470316892,30287421.094146308,28.6,0
24567,3432142,(2008 RP108),0.5675968529,9483.623999494499,57176368.01207584,20.1,0
24569,3648046,(2013 RZ53),0.003581294,23125.99352408011,27244726.46189567,31.1,0
24572,3843586,(2019 QV),0.1879489824,44992.91661812475,23716932.17671268,22.5,0
24577,3423201,(2008 PL3),0.8590926012,13434.0202651796,39959814.77453861,19.2,0
24579,3829488,(2018 RF8),0.0411187571,68585.88301300173,17525335.652853835,25.8,0
24580,54110048,(2021 CL),0.0117500571,21352.609374946296,38782982.19246573,28.52,0
24584,3427457,(2008 SQ),0.7482383761,26499.1875465448,24037847.006712567,19.5,0
24588,3609222,(2012 SL50),0.0311917671,46020.49975746715,27646307.44402379,26.4,0
24599,3449053,(2009 DJ46),0.0450858206,56665.806015045324,44617809.02456166,25.6,0
24600,3625130,(2013 BT45),0.1425738833,78034.9551030317,42566406.786096774,23.1,0
24609,54054278,(2020 RW5),0.130028927,5992.13896161575,41726756.05732713,23.3,0
24611,54195883,(2021 RH12),0.0117500571,24255.51553643704,32509914.453682613,28.52,0
24613,2189062,189062 (2000 VA45),1.2417666126,23925.43695515783,57199988.79269246,18.4,0
24616,3427986,(2008 SJ82),0.4550299458,33108.02337044175,11491124.483168796,20.58,1
24620,3843759,(2019 RF),0.1081533507,39705.27793329895,37515087.35164482,23.7,0
24623,2446791,446791 (1998 SJ70),1.30028927,83986.79267290895,27716869.283645615,18.3,1
24628,3646915,(2013 RG),0.0078350176,54779.0996860922,4583733.616778609,29.4,0
24635,2504505,504505 (2008 MH1),1.30028927,45005.37448720285,47463201.729914784,18.3,0
24642,3427442,(2008 SD),0.7482383761,85436.18145816014,44508375.11714697,19.5,0
24643,3427737,(2008 ST7),0.0899580388,60294.4359523205,34606308.77963048,24.1,0
24644,3429686,(2008 TB1),0.2157943048,54929.270554799,36587468.46770078,22.2,0
24645,3582084,(2011 UF10),0.1180429295,35785.11923170819,48367580.74806533,23.51,0
24657,3427456,(2008 SP),0.1185877909,37302.903213734855,25309391.868759852,23.5,0
24658,3428703,(2008 TJ),0.0271668934,14875.9280418017,9310916.945255743,26.7,0
24659,3432568,(2008 TJ157),0.3750075218,23119.121140321,48878585.84155429,21.0,0
24660,3559599,(2011 EO40),0.2978790628,49203.90144289135,12904423.492216345,21.5,1
24675,3410214,(2008 JZ7),1.071617948,62352.3061009307,58725940.979271516,18.72,0
24677,3428528,(2008 SU150),0.1636967205,9535.6019411085,34229339.321065955,22.8,0
24685,2185851,185851 (2000 DP107),1.2824486324,30227.677428442705,33005132.09449734,18.33,1
24689,3414401,(2008 MR1),1.30028927,21649.2909024742,57929881.09886793,18.3,0
24690,3426637,(2008 RW),0.1636967205,37518.9330208687,6739471.184259275,22.8,0
24695,3799798,(2018 EY),0.1032856481,52417.17596123576,27523018.026232895,23.8,0
24697,3873321,(2019 TU),0.0375007522,44767.4887404663,45102416.14647609,26.0,0
24702,3427522,(2008 SR1),0.5129085974,60920.1623009144,9983790.728883997,20.32,1
24704,3574132,(2011 OV17),0.130028927,12770.934949018801,56236000.777878314,23.3,0
24705,3609488,(2012 SJ58),0.0358129403,42363.547181207825,27377347.130239964,26.1,0
24713,2420738,420738 (2012 TS),0.411187571,39360.83916739439,33944951.67725052,20.8,0
24717,3430405,(2008 TQ10),0.4721064988,44233.9085282584,73893044.67934096,20.5,0
24719,3714455,(2015 FT117),0.0124176661,41781.4055095085,32580295.19710424,28.4,0
24727,3426807,(2008 RQ24),0.411187571,13094.337965069,39907592.17769286,20.8,0
24728,3429687,(2008 TC1),0.0941976306,45769.4033126285,10363130.73773622,24.0,0
24729,3578688,(2011 SR12),0.7145621017,107417.2667397363,41017633.946848735,19.6,0
24734,3843779,(2019 RB1),0.130028927,64638.3389972112,23109496.685176194,23.3,0
24735,54117571,(2021 CU6),0.0297879063,59104.52719794947,37040999.30369135,26.5,0
24736,54132044,(2021 EM5),0.1101640716,34690.71500927455,43365245.85993259,23.66,0
24737,54217986,(2021 VW7),0.0977327184,10517.335044789299,46155568.146984875,23.92,0
24738,54248570,(2022 DP3),0.0666868155,43749.35828851303,46041314.47918809,24.75,0
24739,2001917,1917 Cuyo (1968 AA),8.0175186488,72903.6878567832,61922309.050957486,14.35,0
24740,3428697,(2008 TC),0.1081533507,34474.6788491104,15829076.421548884,23.7,0
24744,3799705,(2018 DM),0.0941976306,45205.70296704895,26395919.354776103,24.0,0
24748,2378842,378842 (2008 TD4),0.6824015094,61448.890178771304,33467721.809559375,19.7,0
24750,3427523,(2008 ST1),0.0215794305,27907.1344430685,575581.185736862,27.2,0
24751,3428259,(2008 SJ148),0.0820427065,35597.092188486,10098208.707501294,24.3,0
24752,3435538,(2008 UZ201),0.2594418179,18388.7985100868,30846745.335736312,21.8,0
24753,3583812,(2011 UJ169),0.0542050786,30239.107171772386,48504325.136662066,25.2,0
24757,3427441,(2008 SC),0.2716689341,82410.8436731527,6976617.826764913,21.7,1
24758,3514956,(2010 GT6),0.3119176705,62197.002616782425,35110413.82719679,21.4,0
24767,3426811,(2008 RW24),0.1563291544,57191.22874622555,26132712.325742695,22.9,0
24769,3427739,(2008 SW7),0.0820427065,37732.6788500236,7340104.358421651,24.3,0
24770,3449130,(2009 EF1),0.0859092601,33974.5711453499,35907549.70898008,24.2,0
24772,3715693,(2015 GW12),0.0986370281,37286.92773540599,40218749.93990355,23.9,0
24773,3769918,(2017 DR36),0.6339280645,57796.2237671154,47120063.18637992,19.86,0
24775,2469356,469356 (2001 DR8),1.0328564805,66866.22901922566,54714788.34050724,18.8,0
24776,3426810,(2008 RT24),0.0783501764,22047.1662364965,11055327.562119722,24.4,0
24777,3427740,(2008 SF8),0.1081533507,25204.9084464427,18049875.15735753,23.7,0
24779,3448785,(2009 DM40),0.0259441818,27127.647947614598,30307091.54453908,26.8,0
24785,2086666,86666 (2000 FL10),2.4776501261,67831.9344197268,47452602.31441774,16.9,0
24786,2350988,350988 (2003 GW),2.5944181791,95753.76088508913,57322567.955949426,16.8,0
24787,3066079,(2000 SL10),0.2477650126,66687.51466397528,51529319.37497793,21.9,1
24789,3432675,(2008 UE1),0.0986370281,24435.38537712705,24678473.39120479,23.9,0
24792,54128966,(2021 EE),0.0409298336,81077.78978143343,40236213.43350734,25.81,0
24798,3425605,(2008 QZ),0.4943561926,15670.4972220668,40419741.62258168,20.4,0
24799,3426655,(2008 RE1),0.1492931834,24177.3191432233,11010800.788339524,23.0,0
24801,3435542,(2008 UD202),0.0986370281,15496.8370376754,21176335.49364177,23.9,0
24805,54244173,(2022 BP6),0.022286403,21814.425015882498,40010284.343650945,27.13,0
24810,3427526,(2008 SZ1),0.0714562102,25524.4312995859,4610774.007732909,24.6,0
24815,3840850,(2019 GT3),0.3767384779,60040.47458418895,22399520.19632926,20.99,1
24819,3441149,(2008 XQ2),0.5395602892,47977.5266997091,23591367.937557742,20.21,1
24823,2520585,520585 (2014 OA2),0.2978790628,11963.2598202229,48240371.39787473,21.5,0
24826,3427519,(2008 SN1),0.7211738634,9188.9425593343,49778003.39897363,19.58,0
24829,3781577,(2017 RM16),0.0187948982,47139.680900483334,47347529.088921584,27.5,0
24833,54054526,(2020 SH2),0.2366137501,100752.46606992211,39446339.63222131,22.0,1
24834,54130035,(2021 EP),0.0351592805,29317.726949836375,40186694.9266203,26.14,0
24842,3409645,(2008 HZ1),0.8590926012,100548.03217831023,61796493.67687159,19.2,0
24844,3428344,(2008 SY148),0.2594418179,56099.0292674029,6538425.095827788,21.8,1
24846,3428704,(2008 TL),0.0187948982,41437.4829673568,1037786.543978102,27.5,0
24847,3429820,(2008 TE2),0.0206081961,17059.8036091461,1674552.675113271,27.3,0
24848,3471586,(2009 UD),0.0215794305,33214.22725472066,34375573.80309845,27.2,0
24856,54202338,(2021 SQ4),0.2399053753,43211.6083208997,47937049.243193045,21.97,0
24858,3426809,(2008 RS24),0.1794898848,49652.4620427462,24846544.63841769,22.6,0
24861,3732123,(2015 UR51),0.4943561926,57254.073518635196,49269724.80645096,20.4,1
24863,54100904,(2020 YA1),0.0265484994,33416.64526681725,36364384.96245513,26.75,0
24874,3125000,(2002 JC9),1.1858779086,100313.38876422544,45785418.2195227,18.5,0
24878,3428699,(2008 TE),0.0171411509,48789.791228053306,8682400.00718716,27.7,0
24881,3430490,(2008 TM26),0.1230382028,40117.70375933785,9172102.411360767,23.42,0
24882,3483886,(2009 YR),0.0149293183,25584.245879147817,26223850.290238142,28.0,0
24885,3782014,(2017 SX20),0.0899580388,52586.39939883394,32415532.645874895,24.1,0
24886,3840725,(2019 FL1),0.0247765013,64180.1605512753,27930686.13084486,26.9,0
24889,54209492,(2021 TS15),0.0255882143,34143.363727135045,32943951.327866197,26.83,0
24890,2612357,612357 (2002 JC9),1.1325046106,100313.38879507585,45785418.2344825,18.6,0
24892,2248926,248926 (2006 WZ2),2.4101272816,49980.31545207964,62079152.589072436,16.96,0
24894,3426408,(2008 QS11),0.6223575734,48204.82436709455,27031891.970189486,19.9,1
24895,3428534,(2008 TB),0.0494356193,64609.2660285245,4291938.460967829,25.4,0
24897,3514892,(2010 GD6),0.1032856481,46730.24051045237,32587710.439391423,23.8,0
24898,3552654,(2010 WU8),0.0859092601,31938.04967122148,29436717.979746405,24.2,0
24900,3695745,(2014 UR192),0.3926810818,55557.05573771855,41848868.80060505,20.9,0
24908,3429689,(2008 TE1),0.0494356193,37388.03108989,3880381.032392724,25.4,0
24911,3689267,(2014 SL1),0.0375007522,20928.605722803335,20517200.681155704,26.0,0
24914,3771587,(2017 FT),0.1032856481,47450.91376854588,45780572.495183624,23.8,0
24921,3427525,(2008 SW1),0.2477650126,38461.8309317723,27827808.69291137,21.9,0
24922,3428257,(2008 SG148),0.1794898848,52555.9162876704,13584317.851524442,22.6,0
24923,3428705,(2008 TK),0.1132504611,39207.221485259,7458116.83725984,23.6,0
24934,3430386,(2008 TY9),0.0594346868,20952.4891530682,6853959.324277602,25.0,0
24935,3434374,(2008 UB92),0.0682401509,26842.5736250192,8635043.208221342,24.7,0
24939,3802428,(2018 GS1),0.1794898848,36569.97677570187,25523751.154095776,22.6,0
24943,54203026,(2021 TE3),0.0147244804,41630.19474785538,36807001.58602078,28.03,0
24947,3427443,(2008 SE),0.7835017643,19459.5463361313,35662957.68520305,19.4,0
24948,3430489,(2008 TL26),0.0682401509,42047.0867402806,18381243.953832064,24.7,0
24949,3430497,(2008 TS26),0.00136157,56751.0170897491,12638.162695683,33.2,0
24951,3713320,(2015 FQ),0.2079888141,85986.88161275844,26682024.880976804,22.28,0
24952,3729283,(2015 TK143),0.358129403,45874.90642839732,41732484.48140484,21.1,0
24954,2164400,164400 (2005 GN59),1.9862777548,59669.41027968706,36164836.92216084,17.38,1
24955,2316695,316695 (1996 TE9),0.9954970531,42634.530633056245,39402538.83296856,18.88,0
24959,2481790,481790 (2008 TF4),0.8166575449,43982.99315694035,65090170.22376956,19.31,0
24962,54016242,(2020 FA2),0.0187948982,35906.72231395719,44898245.557644166,27.5,0
24964,54134936,(2021 GU1),0.0682401509,37124.464505597556,35855082.70511823,24.7,0
24967,2433960,433960 (1999 JU6),0.6824015094,40888.58305887685,55977363.381588355,19.7,0
24971,3429817,(2008 TB2),0.0748238376,21761.6781988279,8752794.10022405,24.5,0
24973,3616689,(2012 VE6),0.1185877909,30343.997832033365,45166310.99346103,23.5,0
24981,3835501,(2018 UV1),0.0783501764,53398.60363733876,46486320.54372026,24.4,0
24982,54110059,(2021 CX),0.0149293183,34101.76334834598,33318737.203204762,28.0,0
24983,3430308,(2008 TB4),0.3750075218,88761.7755806184,17010547.127007376,21.0,0
24985,3648641,(2013 SO20),0.2594418179,64578.84015820154,48822676.21072516,21.8,0
24986,3693145,(2014 TJ33),0.1492931834,50675.8762375536,26291609.84261274,23.0,0
24993,3435025,(2008 UD95),0.0450858206,14010.3530084078,6372102.946910925,25.6,0
24994,3435546,(2008 VE),0.2157943048,34787.3640096038,12089520.705421276,22.2,0
24995,3440393,(2008 WL61),0.7482383761,51950.8517712268,44817760.20244266,19.5,0
24996,3448991,(2009 DC45),0.0179489885,32631.653587000634,29895948.776326627,27.6,0
25001,54076927,(2020 UM5),0.0375007522,72685.1964634159,36984275.24496103,26.0,0
25003,2528609,528609 (2008 VU4),1.7948988478,68531.2774590159,59776227.2555563,17.6,0
25006,3428258,(2008 SH148),0.0358129403,39014.2439532724,2161800.956149103,26.1,0
25007,3432564,(2008 UD),0.0622357573,38709.3997192658,11629257.022814129,24.9,0
25011,3760888,(2016 TZ55),0.023661375,81575.82164171488,35412905.35626792,27.0,0
25013,2326946,326946 (2004 EN20),1.2247289359,78439.7603498627,65621109.16113037,18.43,0
25020,3830872,(2018 SA2),0.1714115092,37436.52837405935,25564603.845328182,22.7,0
25027,3471689,(2009 UM1),0.1241766613,62392.335756200104,47024157.274724655,23.4,0
25028,3602654,(2012 GB18),0.4305662442,96971.90834318123,66344200.49880585,20.7,0
25037,3432562,(2008 UB),0.2157943048,65525.54624701325,42522511.92493929,22.2,0
25038,3435540,(2008 UB202),0.1361570015,14551.4404093352,43278986.86256005,23.2,0
25039,3448007,(2009 DP4),0.1492931834,38783.65477733,37640944.118214704,23.0,0
25045,54200293,(2021 RL25),0.1318378096,14756.98589022645,38435755.55203389,23.27,0
25047,3428702,(2008 TH),0.0622357573,57634.6470234181,9310874.010667056,24.9,0
25049,3433335,(2008 UU5),0.130028927,32631.9986727811,35059357.08769136,23.3,0
25050,3433361,(2008 UA7),0.0622357573,27478.6804284949,9605620.530495811,24.9,0
25054,3720360,(2015 KW121),0.0358129403,78875.39749738219,30386729.686397612,26.1,0
25056,3789396,(2017 VC14),0.0136157002,66908.61539732439,36781170.51844193,28.2,0
25060,3020897,(1999 FJ21),0.5395602892,50370.55124106493,47255955.80958423,20.21,0
25063,3432565,(2008 UF),0.0342010925,24435.1911180246,6198693.105229841,26.2,0
25065,3439802,(2008 WY13),0.2844722965,64988.382776765,29397797.78257881,21.6,0
25066,3472549,(2009 UK20),0.0326617897,41359.69591140814,38354829.93201067,26.3,0
25067,3645262,(2013 PW6),0.9550805015,91610.5350433788,38987582.18923206,18.97,0
25077,54132973,(2021 FE3),0.0875064325,36435.954954297675,40574226.87422858,24.16,0
25080,2612089,612089 (1999 FJ21),0.5420507863,50370.54914569811,47255955.25607211,20.2,0
25085,2476601,476601 (2008 SE85),0.6516883822,67173.96612620367,45890310.02643526,19.8,1
25088,3433336,(2008 UV5),0.0358129403,30465.0126068985,7561188.707544963,26.1,0
25102,3427734,(2008 SP7),0.9863702813,22627.198289175998,61005205.89122878,18.9,0
25103,3430385,(2008 TX9),0.0342010925,38165.9065936204,4377654.076134274,26.2,0
25104,3438957,(2008 VG14),0.5176544822,15761.4328263077,49539537.65480959,20.3,0
25105,3438960,(2008 VL14),0.358129403,77430.9793299102,31499465.22699912,21.1,1
25107,3561032,(2011 GG3),0.3420109247,54425.33985471155,69931275.87572122,21.2,0
25110,54178991,(2021 PR2),0.1879489824,30043.4708437995,24808524.653912723,22.5,0
25113,3429688,(2008 TD1),0.0542050786,17303.7008777623,18077591.37912924,25.2,0
25114,3432638,(2008 UQ),0.3183024481,42963.8790566171,74433118.85551268,21.356,0
25115,3432704,(2008 UT2),0.0567596853,39324.3252140794,4092525.173448244,25.1,0
25119,3733133,(2015 VW),0.3926810818,60619.38707793025,54661422.62893735,20.9,0
25124,3831065,(2018 SZ2),0.1968067451,43074.69396534065,48993390.89718032,22.4,0
25126,54196398,(2021 RJ14),0.0508206223,51301.732658924935,42645011.23035995,25.34,0
25127,54200450,(2021 SL2),0.0314803809,33196.4605096683,36789127.7578014,26.38,0
25133,3432646,(2008 US),0.0031191767,68949.9564131524,32893.624534961,31.4,0
25141,2478784,478784 (2012 UV136),0.0450858206,19636.47284421055,19418028.71882314,25.6,0
25143,3432678,(2008 UM1),0.0022596438,65315.8110952559,85553.899868975,32.1,0
25144,3434370,(2008 UX91),0.0941976306,52038.4686550549,24718738.95941677,24.0,0
25146,3609842,(2012 TO20),0.1879489824,13237.279525379101,50796283.966441154,22.5,0
25151,3427738,(2008 SV7),0.2716689341,29631.792849441452,38798935.0939016,21.7,0
25156,3879528,(2019 UE4),0.0171411509,44882.50398563343,4375361.528669289,27.7,0
25157,54219285,(2021 VP10),0.0155610887,45012.79634732547,40757269.73735878,27.91,0
25161,3429847,(2008 TR2),0.6223575734,63427.9394236705,44861354.26342298,19.9,0
25162,3432641,(2008 UV),0.0651688382,28335.7064605622,12401398.829247331,24.8,0
25163,3432676,(2008 UF1),0.0375007522,80141.33643528691,20774102.3507059,26.0,0
25165,3468492,(2009 SS103),0.1968067451,48290.48673473423,46939967.25489653,22.4,0
25167,3603170,(2012 HZ33),0.4943561926,53858.83879821644,46018715.37522999,20.4,1
25170,3788085,(2017 UX7),0.0450858206,50780.9739054277,43219336.62974224,25.6,0
25174,54137511,(2021 GU12),0.016219594,29776.16297762401,39087024.497829795,27.82,0
25175,54139094,(2021 HC2),0.010233872,25213.798410546315,23074245.059121523,28.82,0
25181,3432687,(2008 UT1),0.2060819612,89673.9613367576,13552519.552674048,22.3,0
25188,54194969,(2021 RG7),0.4487867009,62379.08430976386,57904302.18934481,20.61,0
25192,3409112,(2008 GV20),0.9863702813,67123.6911712033,41610254.46461668,18.9,0
25193,3430494,(2008 TT26),0.1132504611,36133.10481690857,46730632.09808621,23.6,0
25196,3761648,(2016 UX35),0.130028927,40513.419396433805,27299725.62376822,23.3,0
25197,3797677,(2018 AC12),0.0494356193,44944.6186841258,30656397.7090583,25.4,0
25202,3434373,(2008 UA92),0.0196806745,27118.4731910794,5090825.23996155,27.4,0
25206,3762128,(2016 UB42),0.3926810818,43540.13965091925,42724130.99565257,20.9,0
25214,3433333,(2008 US5),0.3266178974,53679.5549644648,63875318.96766904,21.3,0
25227,54099606,(2020 XB3),0.0187948982,46714.5216266918,26659685.300899554,27.5,0
25233,3651199,(2013 TW135),0.4943561926,71127.54198817397,61649900.08864278,20.4,0
25238,54209304,(2021 TK14),0.1336718562,36455.332862267955,39885628.454784095,23.24,0
25239,54212926,(2021 UL2),0.0295148091,78696.66934169583,39299400.122355126,26.52,0
25241,2506951,506951 (2008 KV28),0.4405954204,52683.93358455829,58976595.76340594,20.65,0
25247,3729229,(2015 TB24),0.4943561926,66947.71588988925,46360980.52600837,20.4,0
25248,3760058,(2016 SF35),0.1492931834,16780.7236032031,32158461.579176605,23.0,0
25251,54104274,(2021 AZ),0.0859092601,30476.4084635284,6621916.751659346,24.2,0
25261,3435083,(2008 UW99),0.0682401509,37572.8411081351,1323279.537960138,24.7,0
25262,3439481,(2008 WP1),0.4721064988,14626.718937420399,51667116.16090378,20.5,0
25263,3552154,(2010 VZ139),0.1425738833,58502.075578438955,29791928.102744065,23.1,0
25264,3653602,(2013 VA10),0.2051351006,92239.28752021366,38434755.349650934,22.31,0
25271,3435082,(2008 UU99),0.0567596853,21817.5437841252,13272466.999390088,25.1,0
25273,3437807,(2008 VT4),0.1968067451,41040.1740150986,48395491.11545944,22.4,0
25278,3775182,(2017 LF),0.0651688382,36513.439006255205,30878715.872598354,24.8,0
25286,3435551,(2008 VL),0.0175889526,41691.315067582,969310.57239067,27.644,0
25288,3716437,(2015 HE1),0.0297879063,82907.22044502456,43032871.927479826,26.5,0
25290,3789097,(2017 VK1),0.4508582062,46914.7300526772,50752994.03793055,20.6,0
25295,3435552,(2008 VM),0.0054205079,39746.2749998465,46222.7498726,30.2,0
25297,3601670,(2012 FQ35),0.1132504611,47866.92867273983,51053190.550281376,23.6,0
25301,3761030,(2016 TQ56),0.0941976306,52017.59840655617,38269758.272344805,24.0,0
25303,3986770,(2020 BS1),0.0326617897,32435.81676245028,53525884.70780003,26.3,0
25305,54103183,(2020 YS4),0.016674007,47632.76746363675,31381423.52421703,27.76,0
25306,54191846,(2021 QA6),0.5649889822,61565.0646081366,59344944.94390744,20.11,1
25312,3432640,(2008 UU),0.0682401509,35905.5988826478,15152422.322185412,24.7,0
25314,3433363,(2008 UC7),0.023661375,44306.2913557504,1719367.978305337,27.0,0
25315,3435026,(2008 UT95),0.0196806745,52219.1871326603,593212.745815701,27.4,0
25322,3883084,(2019 UJ7),0.0714562102,19055.9643504021,25252608.361973114,24.6,0
25323,54017167,(2020 KW2),1.004708274,124439.0563991929,41044648.13573611,18.86,0
25327,3439806,(2008 WC14),0.5943468684,58227.2434065805,38149267.567658685,20.0,0
25329,3763283,(2016 VU1),0.0714562102,52725.62586377887,36920925.23904637,24.6,0
25336,3433332,(2008 US4),0.3926810818,67308.5209804513,30984475.913384847,20.9,0
25337,3439479,(2008 WL),0.2716689341,40012.55674791785,14253238.219722098,21.7,0
25338,3455743,(2009 FH44),0.1714115092,39006.1327786412,35864105.270802744,22.7,0
25342,54248447,(2022 DR1),0.0223892723,25030.01039264355,43842073.65289425,27.12,0
25345,3432703,(2008 US2),0.1032856481,11888.6614422462,18211601.74946672,23.8,0
25346,3434371,(2008 UY91),0.089338772,94874.0171711256,20127118.311055053,24.115,0
25351,3433063,(2008 UM3),0.0622357573,21655.8271467865,18405945.284850296,24.9,0
25356,54016185,(2020 EQ),0.008590926,45861.03209782215,40309522.25404385,29.2,0
25357,54075321,(2020 UU1),0.0118587791,67989.16100757052,30708127.94341039,28.5,0
25366,3550611,(2010 VS21),0.0899580388,20613.472403178,42380481.4594533,24.1,0
25373,3430408,(2008 TV25),0.5888978636,66166.6806147645,50213158.82939637,20.02,0
25375,3694786,(2014 UV115),0.1714115092,79917.51285070399,13262043.043744147,22.7,0
25379,3831717,(2018 TD4),0.2366137501,41158.1334273696,41151386.83307232,22.0,0
25381,3439809,(2008 WF14),0.0622357573,16800.3648464784,13370954.54766757,24.9,0
25385,3701712,(2014 XB6),0.0297879063,46346.79336522563,33575161.97504796,26.5,0
25389,54228542,(2021 XU2),0.6457136672,66848.6215500307,21006064.91838328,19.82,1
25392,3427458,(2008 SR),0.2594418179,10873.3018481506,37023969.05225097,21.8,0
25393,3427524,(2008 SU1),0.8590926012,87760.18963468104,51993925.715453565,19.2,0
25396,3437792,(2008 VB4),0.0136157002,44252.6294301901,518306.130268875,28.2,0
25397,3440584,(2008 WL64),1.0328564805,127231.73446948489,54343279.66545781,18.8,0
25398,3440791,(2008 WH96),0.1492931834,59126.349620127905,29591480.81718672,23.0,0
25399,3448530,(2009 DR36),0.4305662442,40290.08019990283,45072123.73843123,20.7,0
25400,3763478,(2016 VK3),0.0682401509,38325.30123823053,30427003.68070962,24.7,0
25401,3781911,(2017 SL17),0.2366137501,51057.472069110954,16322876.77513519,22.0,1
25406,2495187,495187 (2012 VO76),0.3767384779,71509.98591102309,39656445.30445489,20.99,1
25412,3765707,(2016 XF18),0.0899580388,42321.60560678516,39880886.515712634,24.1,0
25415,54087576,(2020 VN1),0.0154184238,16282.465326646283,17455197.372174647,27.93,0
25419,2528507,528507 (2008 UC95),1.0915408131,37799.3865028273,61925439.86510042,18.68,0
25422,3433334,(2008 UT5),0.0748238376,25751.7626370489,6386035.759493162,24.5,0
25423,3439358,(2008 WB),0.3420109247,78864.60807866474,58188697.58624794,21.2,0
25424,3439805,(2008 WB14),0.0472106499,30899.5129244909,7174358.520339176,25.5,0
25425,3653389,(2013 VK),0.0714562102,56621.241579432004,47202571.85455409,24.6,0
25426,3761144,(2016 TC93),0.1636967205,17465.90098069775,42934826.430935,22.8,0
25430,2193178,193178 (2000 PK5),1.6983999907,69564.66383064636,54870334.64069247,17.72,0
25432,3359279,(2006 WK3),0.5675968529,41737.9311019285,48040156.41109559,20.1,0
25433,3441090,(2008 XO),0.0859092601,27082.7388766632,8602409.106071258,24.2,0
25437,3789116,(2017 VB2),0.1492931834,60351.37359665724,29893592.791884873,23.0,0
25441,3439811,(2008 WH14),0.0326617897,16384.8455443027,7299176.221243452,26.3,0
25452,3439360,(2008 WE),0.0392681082,25235.3489000212,4738732.231681882,25.9,0
25454,3439814,(2008 WM32),0.6223575734,76063.004721324,49628477.89694325,19.9,0
25456,3618027,(2012 VK82),0.3420109247,65757.88523012731,49274904.36342355,21.2,0
25461,3893394,(2019 WH1),0.2978790628,48013.09292910095,48448567.48230907,21.5,0
25462,54017262,(2020 KR5),0.2060819612,35578.781519112614,40218152.57865421,22.3,0
25464,54248976,(2022 EV1),0.0364787526,37413.18496108311,31324275.254012424,26.06,0
25468,3433064,(2008 UN3),0.2259643771,57577.308808168586,40672663.48314907,22.1,0
25469,3441025,(2008 XH),0.1714115092,49269.0447960091,13621702.478915738,22.7,0
25470,3459430,(2009 JS),0.0430566244,30359.074907135946,34852745.681739815,25.7,0
25476,2409204,409204 (2003 WX25),1.0965791366,51723.04821597744,54445416.10524842,18.67,0
25481,3439482,(2008 WQ1),0.2844722965,79868.7064783951,21225830.472523816,21.6,0
25484,3441848,(2008 YP2),0.130028927,21068.6689758925,14404068.01322176,23.3,0
25485,3551523,(2010 VX139),0.4721064988,51252.17402164344,44723972.104823604,20.5,0
